time,description,camp
2026-06-07 16:00,"Stetson road Live loop workshop / performance. Live looping workshop with guitars, bass, banjo, vocals and percussion. Bring your instrument and come play. There will be some small performances to showcase the looping techniques then an open stage for looping and jamming.",Tune Town Stage
2026-06-07 16:00,Volley Club. Jugglers! Think volleyball but juggling. Bring your own clubs if you have them.,Big Top Rouge
2026-06-07 16:00,Silly in the sun. Come grab a silly drink at our bar.,Big Top Rouge
2026-06-07 16:00,"Fae Potion Making. Concoct a faire sized potion to remember your magical weekend. Liquids, essential oils, glitter and tiny trinkets provided to make your own Fae charm or perfume bottle.",Fairytale BookHub Café & Trash Fence Kid’s Play Area
2026-06-07 16:00,"EMF and Wireless Help. Wish you knew more about EMF and wireless communication? Have concerns that Wifi, cellphones or 5G impact your health? Interested in wireless technology but don’t know where to start? Get answers at the Moistly Helpful Help Desk from a physics SME.",Moistly Helpful Help Desk
2026-06-07 16:00,Spank Jousting. Backwards butt slap jousting on hobby horsesback,Slut Camp
2026-06-07 16:00,Flying Fuck: BalkanBeats. ,Electric Circus
2026-06-07 16:00,"Lube Slip and Slide. Have you ever had the urge to penguin slide down a river of lube? What about boot scoot like a snail? Whatever your sliding fantasies, come slip and slide at the most moist camp at OW.",Slut Camp
2026-06-07 16:00,"Thighs vs. Melons. Compete in the watermelon crushing contest! Sticky, sweaty, strong, n slutty! BYOM! 19+",Slut Camp
2026-06-07 16:00,"Raunchy Readings. Join Alastair and Dommy Mommy for titillating stories, naughty poetry, and your own saucy selections from our smutty little box. Contributions and participation welcome. 19+",Smut Café
2026-06-07 16:00,"Commie Bop Open Mic: A Commie Bop. a song, a poem, a spell, a skit, a dance against the grind of colonial capitalism. It’s where creativity smashes exploitation, where solidarity squeezes alienation, and where we, the ridiculous and unruly, celebrate our collective fire.",Thirst Trap
2026-06-07 16:00,"Golden Hour at Thirst Trap. Enjoy a cold sip of homemade brews, refreshments and elixirs on tap at Thirst Trap, including a variety of meads and non-alc options. Live lounge DJ sets to accompany.",Thirst Trap
2026-06-07 16:20,Clam Bake. Celebrate 420 at the Pearl Palace with a gaggle of messy mollusks,The Mollusk Nation
2026-06-07 17:00,Pickle Ladies- pickle back slap attack. Ever chased your whiskey with pickle juice? What about with a green paddled spank? The Pickle Ladies will be serving their pickled pleasures! NEON PICKLE to light your way to silly shenanigans!,Big Top Rouge
2026-06-07 17:00,"Spiced Cider/Mead. All natural, liquid inebriants, courtesy of our apple and/or bee friends.",Camp Who Says Ni
2026-06-07 17:00,Burlesque hour. Stacked lineup of amazing performers ready to tease and titillate your senses,Tune Town Stage
2026-06-07 17:00,Jester Performance. Be amazed and entertained by our royal jester!,Camp Who Says Ni
2026-06-07 17:00,NERD X. Get Nerdy with us! Open mic for any topic you’re passionate about. Hot Takes with facts. 12+,NERRRRRDS
2026-06-07 17:00,"Sermons by Mother Goldblum. Jeff Welcomes You! Sermons, Jefforcisms and Baptism Service. All faiths welcome. No Nic Cage allowed.",Temple of Jeff
2026-06-07 17:00,"Qi Gong. “Calm Creative Mindful Movement”: Root, restore, and re- energize through calm, conscious movement, breath, and guided meditation—channeling color through correlated Kundalini chakras to clear, calm, and center your core. *Barefoot optional* Leave light, in flow.",The Mother Tree
2026-06-07 17:00,Shamanic drum meditation workshop. Learn to travel to your own inner sacred space by yourself and take the map home with you. Close the circle and recall your spirit,The Playground
2026-06-07 17:00,Pinata!. Got a little one needing to unleash their inner “Wild Thing”. We’ve got just the thing... our pinata is ready for a swing,Wild Things Camp
2026-06-07 17:30,Gator: Psychedelic dub-funk trip-hop. A real life band of humans playing musical instruments live!,Electric Circus
2026-06-07 17:55,"Inner Child Post Box. Saunter out of the Reframing Art Project filled with inspiration and carry forward to your inner child, a message from the future. We will mail your postcard to you in 9 months’ time (Open 9am- 2am - come by anytime)",Reframing
2026-06-07 18:00,Metal takeover. You may not see it coming but you’ll hear it.,Big Top Rouge
2026-06-07 18:00,Comedy Hour host Patti Savard. Comedy Hour hosted by Patti Savard Get your giggles out with Patti and other great comedy humans! Check in at the camp earlier in the weekend if you’re interested in signing up—we may have a couple of open slots for comedians.,Tune Town Stage
2026-06-07 18:00,"Ask A Plague Doctor. Access the latest, cutting-edge (medieval) medical advice from someone in a bird mask. What could go wrong?",Camp Who Says Ni
2026-06-07 18:00,Flower Bower Boutique. Deflower us! ...by accessorizing yourself with fabulous clip-on flowers and other faux floral creations at our 24-hour self-service boutique. Dewiness not guaranteed. Floral fashion consultants available spore-adically.,Flower Bower
2026-06-07 18:00,KD & Cringe Karaoke. The ultimate Sunday fuel-up. We’re serving Kraft Dinner (with purple ketchup and wieners) paired with a heavy dose of 90s Karaoke. Get your fix before heading to the ceremony.,Pogs 4 Applause
2026-06-07 19:00,Soup Stockade. Hot soup from a cauldron to warm your weary soul,Camp Who Says Ni
2026-06-07 19:00,"Friendly CAMP-A-TITION. Bring your campmates for a friendly camp against camp, campatition!Potato sack and 3 legged races, granny pants catching, dogeball, and more winner takes home bragging rights and the 2026 CAMP-A-TITION trophy!!",Ittakesa Village
2026-06-07 19:00,Healing Ceremony w/ Story and Song. Come share prayers for peace and understanding through story and song. This ceremony is a practice to balance power and unite the sacred feminine and sacred masculine within us and all creation. Open to all genders.,OTHER Red Tent
2026-06-07 19:00,12 Step All Recovery Meeting at Recovery House. 12 Step All Recovery Meeting. Everyone welcome!,Recovery House
2026-06-07 19:00,Full Power Chai. Full Power Chai: Full power Chai- serving that fire masala chai for your third eye,Chai Trance
2026-06-07 19:00,Curated Live Jam Session. ,Electric Circus
2026-06-07 19:00,"Otherworldly Elixirs in the Magic Tavern. The famous fae brewers are serving magic drinks out of the Fizzy Familiar. Come get the perfect health potion mixed by fae cunning, or roll the dice and drink down a mystery.",The Fizzy Familiar
2026-06-07 19:00,"Grief Release Ceremony. Grief Briefly Breathed: Emo Electrically Expressed. A workshop to process grief through intention, live emo music, and somatic kundalini chord cutting. We write, witness, and offer it to the effigy for release and renewal. Grieve.exe",Tune Town Stage
2026-06-07 20:00,"WALK OF THE NEREIDS. A procession in white from the Empress through the OW site, ending at the temple (for the start of the ceremony). We will also post a FB event with more details. Everyone welcome. You must be dresed in white and bring white lights! Children welcome.",Gremlin Camp
2026-06-07 20:00,TEMPLE CEREMONY. Temple ceremony block. The PDF lists this as “20:00 to 22:30 @ the Effigy on SUNDAY”.,TEMPLE CEREMONY
2026-06-07 21:00,Lords and Lads (19+). Join us in our Tantric Tavern for a SOP lords and lads-themed night. Space is only for people identifying as men.,Nauti Norse
2026-06-07 21:00,"PartyWolf’s Marquee Metal Montage. Sidle on up to our speaker-wall bar, crush a cold one and bang your head along to the finest selection of metal music OW has to offer while fiddling with some vintage audio gear or literally staring into The (infinity mirror table) Abyss.",The Abyss
2026-06-07 21:00,"The Celestial Ramen Bowl Plounge. Stop by and embody a human noodle in our UMAMI-themed plounge. Commune with the Celestial Ramen Bowl to reveal your ramen fortune. Sundown to sunup all weekend. No ramen, unless you’re lucky.",Camp UMAMI
2026-06-07 21:30,"Cosmic Galaxy. Check out Cosmic after dark for a highly interactive, out of this world experience!",Cosmic Flow Camp
2026-06-07 22:00,Thai Green Curry Not In A Hurry. A roaming wagon with vegan Thai green curry n rice served by maid’s you probably woudn’t hire,Roaming
2026-06-07 22:00,SOP Valhalla (19+). Join us in our Tantric Tavern to explore your nauti side! Consent monitors on shift.,Nauti Norse
2026-06-07 22:30,"The Parlour of Dubious Decisions. Late-night oracle parlour offering questionable guidance, suspicious prophecies, terrible advice, alter ego transformations, and dramatic exits. spirits say: Do it for the plot. After dark only.","Kitty Noir, The Gypsy Queen. Near the first gates at the very end of the road."
2026-06-07 23:00,CLUB Q. We have bowed to the legends for generations: Berghain; Studio 54; Club Penguin. But even legends must fall. A new era of nightlife oppulence is upon us. Will you cross the line? CLUB Q,Absurditea
2026-06-07 23:00,Science Theatre. Get your NERD on in our comfy lounge and enlarge your gray matter as your mind is blown by our classic science picks and flicks! Be there and be square!,NERRRRRDS
2026-06-07 23:00,"Be Kind, Rewind. Post-ceremony wind-down. We’ll crown the weekend’s Pog Champion, then cozy up for a 90s film (popular vote). Gushers and Boozy Kool-Aid provided. Bring a chair!",Pogs 4 Applause
2026-06-07 23:00,"Caldo y sudor. The Cottage is getting steamy. Latin heat, house/ techno, and funk.",The Cottage
2026-06-07 23:00,Web of Life Listening Party. Come chill with us as we weave in circle and listen to Akira the Don's meaningwave album ft. Alan Watt's words of wisdom about the interconnectedness of life.,Yarnia
2026-06-07 23:00,Adrian the noise insect. Noise set lets get weird,Tune Town Stage
2026-06-07 23:00,Soft Landing. Close out gently. Heartspace ambient music for whatever you’re carrying.,The Den
2026-06-07 23:00,Orcar on the Ranch. Orcar resurfaces post-effigy at a new sound stage. The pod goes ‘til dawn. Follow the fluke.,A Sound Stage. oooooOOOOoooooo
2026-06-07 23:00,"Electric Circus Nights. Liquid-light psychedelia, cosmic projection mapping and kaleidoscopic textures ripple across the tent canopy, transforming the space into a glowing immersive dreamscape all night to fantasticly curated DJs",Electric Circus
2026-06-07 23:01,"-SOUND HABITAT ALL-STARS DRIPPY FRESH SEND OFF-. Come down after temple and witness history in the making as the Sound Habitat All-Stars throw down a vibe that will moisten even the driest of tastes, let the atmosphere rinse your soul as we all speak moist farewells till next year.",Sound Habitat
2026-06-07 23:05,"The People’s Night Parade. After the Effigy Ceremony, join a celebration march of People Power and Art Resistance around Upstairs.",The People’s Night Parade
2026-06-07 23:30,Earthninja: DnB. ,Electric Circus
2026-06-07 23:30,fire show. open jam style fire show. open to all safety’s and performers to join as long as you come to our safety meetting at 3pm on sunday june the7th,Campocalypse
2026-06-07 23:30,"Just the dregs. We are probably out of booze by this point, unless we have raided another camp! Come on by and drink what’s left.",Campocalypse
2026-06-07 23:59,Dave Dirk can play as long as he wants. Dave Dirk is DJing and we won’t stop him. He’s the one who has to shut down the stage when he’s finished.,Ironic Spin
2026-06-08 00:00,"Herbal Reflections. An interactive herbal installation for self-guided plant meditation. Herbal inctures with plant cards and QR codes invite visitors to choose, taste, and tune inward to learn from each plant through reflection, writing, or drawing, shared or kept.",The Empress
2026-06-08 0:00,Game Night / story time with isaac. as we pack a bit up we will just chill and game and hear stories,Tune Town Stage
